Student_ID,Gender,Age,Programming_Skill_Level,Abstraction_Score,Decomposition_Score,Algorithmic_Thinking_Score,Debugging_Score,Pattern_Recognition_Score,Pre_Test_Score,Improvement_Score,Post_Test_Score
S2988,F,24,Advanced,4,5,4,5,5,42,21,63
S2989,F,33,Intermediate,3,2,2,4,1,70,26,96
S2990,M,9,Intermediate,3,5,3,2,3,55,20,75
S2991,M,29,Advanced,4,4,1,4,3,55,14,69
S2992,M,27,Beginner,1,4,2,1,1,62,24,86
S2993,M,32,Beginner,2,1,3,2,2,58,17,75
S2994,M,7,Beginner,5,4,4,1,5,54,9,63
S2995,M,30,Advanced,2,5,3,3,1,48,21,69
S2996,F,19,Advanced,5,5,2,2,3,59,11,70
S2997,F,7,Beginner,5,5,3,1,2,41,19,60
S2998,F,34,Beginner,2,3,1,5,3,45,18,63
S2999,M,20,Intermediate,3,4,4,3,4,53,27,80
S3000,M,17,Advanced,4,2,1,2,3,48,4,52
S3001,M,10,Advanced,1,4,4,2,5,68,17,85
S3002,M,33,Beginner,1,4,4,5,1,49,18,67
S3003,M,25,Beginner,1,3,3,5,3,65,22,87
S3004,M,34,Advanced,2,4,1,1,4,57,11,68
S3005,F,12,Intermediate,2,1,4,1,4,54,0,54
S3006,F,29,Beginner,3,5,4,1,1,43,1,44
S3007,M,26,Advanced,1,5,3,4,4,44,2,46
S3008,F,15,Advanced,3,3,2,3,1,64,25,89
S3009,M,19,Intermediate,1,5,2,2,5,62,28,90
S3010,F,19,Intermediate,2,1,5,3,1,60,29,89
S3011,M,10,Beginner,4,3,5,5,2,45,11,56
S3012,M,23,Beginner,4,2,4,3,4,64,13,77
S3013,F,29,Beginner,4,5,2,3,4,54,6,60
S3014,F,19,Advanced,4,4,4,1,3,59,3,62
S3015,M,7,Beginner,5,1,1,5,2,69,11,80
S3016,M,31,Advanced,1,1,2,3,3,68,23,91
S3017,F,17,Beginner,4,5,2,2,1,41,7,48
S3018,F,27,Intermediate,5,2,2,1,5,55,30,85
S3019,M,29,Intermediate,5,4,5,3,4,44,0,44
S3020,F,11,Advanced,5,2,3,5,5,69,4,73
S3021,M,9,Intermediate,3,2,3,2,1,62,0,62
S3022,M,18,Advanced,3,5,5,5,1,70,14,84
S3023,M,9,Advanced,5,4,5,5,2,67,12,79
S3024,M,27,Intermediate,4,5,5,5,3,43,28,71
S3025,F,19,Advanced,1,5,3,4,4,67,22,89
S3026,F,21,Intermediate,2,1,4,2,4,40,12,52
S3027,F,34,Beginner,3,5,5,5,5,47,3,50
S3028,F,9,Beginner,4,3,4,4,2,60,14,74
S3029,F,29,Intermediate,4,4,4,1,1,49,11,60
S3030,F,30,Intermediate,2,1,1,4,2,54,7,61
S3031,F,6,Intermediate,2,4,3,1,4,41,15,56
S3032,M,18,Intermediate,4,1,4,4,3,58,11,69
S3033,F,9,Beginner,2,3,3,5,5,51,23,74
S3034,F,25,Advanced,4,5,3,4,1,69,24,93
S3035,M,23,Advanced,2,1,1,4,1,49,26,75
S3036,F,11,Beginner,2,1,3,5,1,51,5,56
S3037,F,8,Advanced,4,1,4,1,3,65,22,87
S3038,M,28,Beginner,5,3,2,5,4,60,14,74
S3039,F,18,Advanced,4,4,4,2,4,66,6,72
S3040,F,32,Intermediate,1,3,4,4,2,59,4,63
S3041,F,21,Intermediate,2,1,3,2,2,64,22,86
S3042,M,32,Intermediate,3,1,4,5,4,48,14,62
S3043,F,10,Beginner,2,5,2,5,1,47,24,71
S3044,F,9,Beginner,1,3,3,3,3,41,27,68
S3045,M,26,Advanced,3,3,5,2,4,70,29,99
S3046,F,13,Advanced,3,2,4,3,3,60,11,71
S3047,M,24,Advanced,4,4,4,2,5,69,10,79
S3048,M,19,Beginner,5,2,1,3,1,63,3,66
S3049,F,12,Advanced,4,2,5,3,5,63,12,75
S3050,M,19,Intermediate,3,4,5,2,4,46,17,63
S3051,M,11,Advanced,3,5,2,5,2,43,7,50
S3052,F,17,Intermediate,5,5,5,1,4,58,6,64
S3053,M,21,Beginner,2,4,1,5,5,47,21,68
S3054,M,22,Intermediate,5,4,2,1,3,63,22,85
S3055,F,18,Intermediate,4,3,5,2,4,52,27,79
S3056,F,28,Intermediate,2,3,2,4,2,65,15,80
S3057,F,19,Beginner,4,3,5,5,5,60,2,62
S3058,M,34,Beginner,5,3,5,3,4,42,21,63
S3059,F,12,Beginner,2,1,5,5,5,44,25,69
S3060,M,19,Beginner,5,1,4,2,5,59,29,88
S3061,M,20,Advanced,1,5,5,4,1,47,15,62
S3062,M,17,Beginner,3,1,4,4,3,41,15,56
S3063,M,22,Intermediate,2,1,3,5,1,66,6,72
S3064,M,14,Beginner,3,3,1,5,5,63,22,85
S3065,M,27,Advanced,1,3,2,5,2,49,12,61
S3066,M,20,Advanced,2,4,2,2,2,61,12,73
S3067,F,17,Advanced,3,3,3,1,1,55,20,75
S3068,F,7,Intermediate,3,4,5,1,2,43,18,61
S3069,M,10,Beginner,2,4,1,3,5,66,17,83
S3070,M,18,Beginner,3,1,3,2,4,69,28,97
S3071,F,32,Beginner,3,3,3,4,5,53,6,59
S3072,M,25,Intermediate,2,1,2,3,4,69,19,88
S3073,F,28,Intermediate,3,3,4,4,2,42,17,59
S3074,F,13,Advanced,3,1,4,4,3,49,28,77
S3075,F,32,Advanced,4,1,5,5,3,52,23,75
S3076,M,19,Beginner,4,1,5,4,5,44,17,61
S3077,M,20,Intermediate,1,5,3,4,5,61,21,82
S3078,F,16,Intermediate,4,1,5,2,2,56,3,59
S3079,F,6,Beginner,4,2,4,5,3,56,8,64
S3080,F,26,Beginner,1,2,1,5,3,50,20,70
S3081,F,8,Advanced,3,2,2,3,5,65,15,80
S3082,F,22,Advanced,3,4,4,5,3,58,3,61
S3083,M,33,Advanced,4,1,5,1,5,57,7,64
S3084,F,24,Beginner,1,2,2,2,1,67,2,69
S3085,M,19,Beginner,3,4,2,3,3,56,29,85
S3086,F,27,Advanced,5,2,3,1,4,50,28,78
S3087,M,35,Advanced,2,3,5,4,2,54,8,62
S3088,M,28,Intermediate,2,5,3,1,5,47,7,54
S3089,M,13,Intermediate,2,1,2,3,3,51,29,80
S3090,M,18,Advanced,4,5,3,5,3,68,11,79
S3091,M,32,Advanced,2,5,5,2,5,56,13,69
S3092,M,25,Intermediate,2,3,4,3,4,65,27,92
S3093,F,8,Advanced,5,3,1,1,3,69,23,92
S3094,M,10,Intermediate,3,3,4,1,1,63,9,72
S3095,F,14,Intermediate,5,4,2,3,2,44,20,64
S3096,M,34,Intermediate,4,2,4,3,5,68,16,84
S3097,M,11,Beginner,2,1,3,3,3,43,10,53
S3098,F,30,Beginner,3,3,5,5,2,63,9,72
S3099,M,27,Advanced,2,1,4,3,5,70,12,82
S3100,F,7,Intermediate,2,1,4,4,5,63,24,87
S3101,F,18,Beginner,4,1,5,2,5,50,1,51
S3102,F,10,Advanced,2,3,3,2,4,69,0,69
S3103,F,33,Advanced,1,3,1,4,1,47,21,68
S3104,M,32,Advanced,3,2,4,1,5,55,0,55
S3105,M,30,Advanced,3,3,2,1,4,55,15,70
S3106,F,13,Advanced,1,3,3,1,5,42,9,51
S3107,M,28,Intermediate,4,1,3,1,5,51,25,76
S3108,M,6,Advanced,2,2,4,5,4,63,28,91
S3109,F,25,Intermediate,2,5,5,4,1,52,9,61
S3110,M,17,Beginner,3,3,4,2,2,40,30,70
S3111,F,28,Advanced,4,3,4,4,3,68,6,74
S3112,F,16,Beginner,4,5,5,2,5,43,29,72
S3113,M,12,Intermediate,4,1,2,1,1,60,6,66
S3114,M,20,Intermediate,2,2,5,5,3,45,28,73
S3115,M,27,Beginner,4,1,4,3,5,44,0,44
S3116,F,29,Advanced,1,4,1,3,3,44,25,69
S3117,F,16,Advanced,5,3,5,1,4,60,12,72
S3118,M,34,Beginner,4,4,2,1,1,64,4,68
S3119,M,27,Beginner,5,3,5,4,1,49,2,51
S3120,M,31,Beginner,2,4,5,5,2,65,28,93
S3121,M,21,Advanced,4,5,3,5,2,58,12,70
S3122,F,8,Advanced,3,3,3,4,3,57,26,83
S3123,M,25,Advanced,2,3,4,5,4,65,11,76
S3124,F,19,Beginner,1,4,4,5,3,41,29,70
S3125,F,8,Advanced,1,2,5,3,5,55,17,72
S3126,M,6,Intermediate,5,4,1,5,1,54,26,80
S3127,M,31,Beginner,5,3,4,1,3,63,30,93
S3128,M,26,Advanced,3,3,5,3,3,44,4,48
S3129,F,20,Beginner,3,2,5,1,1,70,4,74
S3130,M,6,Intermediate,1,1,5,1,1,60,1,61
S3131,M,22,Intermediate,4,2,5,4,2,61,5,66
S3132,F,7,Beginner,1,1,5,5,2,48,6,54
S3133,M,34,Beginner,1,3,3,5,1,62,0,62
S3134,F,25,Intermediate,3,5,2,5,3,44,2,46
S3135,M,11,Beginner,5,5,2,5,5,44,19,63
S3136,F,13,Intermediate,3,4,5,3,3,65,1,66
S3137,M,34,Intermediate,3,2,4,2,5,48,9,57
S3138,M,21,Advanced,3,2,1,1,1,48,10,58
S3139,F,24,Beginner,1,5,5,2,5,41,20,61
S3140,F,6,Beginner,4,1,1,2,2,46,12,58
S3141,M,8,Advanced,1,2,3,2,1,65,15,80
S3142,F,33,Intermediate,2,1,2,3,4,40,19,59
S3143,F,8,Beginner,3,1,3,2,5,59,10,69
S3144,F,10,Advanced,3,1,4,3,5,41,17,58
S3145,F,32,Advanced,2,1,4,4,4,65,30,95
S3146,M,17,Beginner,3,4,5,4,4,64,10,74
S3147,M,17,Advanced,3,4,4,4,1,70,0,70
S3148,F,25,Intermediate,3,5,4,3,3,51,23,74
S3149,F,18,Advanced,2,4,3,3,4,45,17,62
S3150,F,25,Intermediate,1,2,1,1,5,59,19,78
S3151,F,14,Intermediate,3,4,2,2,4,58,27,85
S3152,M,12,Beginner,4,2,4,5,1,55,25,80
S3153,M,9,Advanced,2,2,4,5,1,43,4,47
S3154,F,24,Intermediate,5,1,3,2,5,57,1,58
S3155,F,27,Intermediate,2,5,2,5,5,44,25,69
S3156,F,24,Advanced,1,1,3,5,5,64,24,88
S3157,M,11,Intermediate,2,1,1,5,3,61,17,78
S3158,F,32,Advanced,5,4,3,3,5,57,21,78
S3159,M,18,Beginner,4,4,2,3,1,45,6,51
S3160,F,16,Intermediate,5,2,2,3,1,64,21,85
S3161,M,18,Intermediate,2,4,4,2,4,53,10,63
S3162,F,18,Advanced,5,4,1,4,5,59,10,69
S3163,M,33,Advanced,2,3,5,5,3,56,30,86
S3164,F,30,Advanced,4,2,4,1,2,57,27,84
S3165,F,27,Advanced,4,2,3,3,4,60,12,72
S3166,F,33,Intermediate,1,3,3,1,3,49,3,52
S3167,M,25,Beginner,4,2,2,5,5,62,0,62
S3168,F,20,Beginner,3,5,2,4,3,63,17,80
S3169,M,26,Beginner,5,5,2,1,2,58,30,88
S3170,M,18,Beginner,5,3,5,5,3,64,11,75
S3171,F,27,Advanced,2,4,5,5,2,57,25,82
S3172,F,16,Intermediate,4,5,4,3,2,43,27,70
S3173,F,24,Intermediate,1,3,5,4,2,59,9,68
S3174,M,13,Intermediate,1,5,2,5,3,54,27,81
S3175,F,25,Advanced,1,1,4,4,5,45,29,74
S3176,M,13,Intermediate,3,3,4,3,1,65,21,86
S3177,M,15,Advanced,4,2,1,1,1,45,7,52
S3178,F,31,Intermediate,1,5,5,2,3,42,29,71
S3179,F,21,Beginner,3,2,3,2,5,48,30,78
S3180,F,24,Advanced,5,3,3,2,1,50,2,52
S3181,F,31,Intermediate,2,5,1,4,2,44,6,50
S3182,F,28,Beginner,4,2,2,2,3,70,30,100
S3183,F,16,Beginner,4,4,1,1,3,53,24,77
S3184,M,18,Beginner,5,4,2,5,4,41,19,60
S3185,M,33,Advanced,4,1,5,4,4,61,10,71
S3186,M,14,Advanced,4,3,5,1,4,58,6,64
S3187,F,25,Intermediate,4,2,4,4,5,47,6,53
S3188,M,29,Beginner,4,1,4,4,3,70,28,98
S3189,M,24,Intermediate,3,3,4,4,4,52,27,79
S3190,M,21,Intermediate,3,4,4,3,3,58,25,83
S3191,M,12,Beginner,2,2,3,5,2,44,8,52
S3192,M,24,Intermediate,4,5,4,2,4,54,2,56
S3193,F,17,Advanced,5,4,4,3,3,43,10,53
S3194,F,20,Intermediate,1,5,4,5,5,43,16,59
S3195,M,28,Beginner,2,5,2,2,5,57,7,64
S3196,M,19,Advanced,1,2,4,3,5,63,19,82
S3197,M,16,Advanced,1,2,1,3,4,58,1,59
S3198,F,31,Intermediate,4,5,4,1,5,59,20,79
S3199,F,15,Intermediate,5,1,4,3,1,61,19,80
S3200,M,32,Advanced,1,5,3,4,2,70,0,70
S3201,F,16,Intermediate,1,5,4,3,3,48,15,63
S3202,F,11,Beginner,2,2,2,4,1,54,27,81
S3203,M,7,Intermediate,5,3,5,5,4,69,22,91
S3204,F,16,Intermediate,5,4,4,5,3,51,3,54
S3205,F,24,Advanced,1,2,4,4,3,43,23,66
S3206,M,11,Intermediate,5,1,4,1,5,42,8,50
S3207,F,19,Intermediate,2,4,3,1,3,44,7,51
S3208,F,25,Intermediate,2,2,5,5,3,64,0,64
S3209,M,11,Beginner,2,2,3,3,2,56,7,63
S3210,F,22,Intermediate,4,3,3,5,4,44,4,48
S3211,F,15,Beginner,1,1,3,5,1,66,0,66
S3212,M,33,Beginner,5,1,2,4,5,43,24,67
S3213,M,6,Beginner,2,2,5,1,2,60,24,84
S3214,M,8,Beginner,1,3,2,4,1,46,6,52
S3215,F,13,Advanced,1,2,2,5,1,46,14,60
S3216,M,13,Beginner,4,5,5,2,2,46,6,52
S3217,F,32,Intermediate,5,5,2,3,5,56,26,82
S3218,M,25,Beginner,5,3,5,5,4,64,0,64
S3219,F,27,Intermediate,2,2,4,4,2,54,8,62
S3220,M,20,Beginner,2,3,3,2,2,46,0,46
S3221,M,29,Advanced,1,2,2,2,2,54,28,82
S3222,M,12,Beginner,5,2,5,5,5,59,30,89
S3223,M,16,Beginner,5,5,1,1,2,43,11,54
S3224,F,12,Advanced,2,4,2,2,2,41,6,47
S3225,M,34,Beginner,3,1,2,3,3,61,24,85
S3226,M,9,Intermediate,1,1,5,4,3,52,8,60
S3227,F,30,Beginner,5,3,1,4,3,51,4,55
S3228,M,17,Beginner,4,1,1,4,3,49,11,60
S3229,F,31,Beginner,4,5,4,5,2,58,28,86
S3230,M,11,Advanced,3,4,2,4,3,54,21,75
S3231,M,19,Beginner,2,2,3,4,1,56,1,57
S3232,M,17,Beginner,2,2,2,3,4,60,17,77
S3233,F,16,Intermediate,2,5,3,1,3,45,25,70
S3234,M,24,Beginner,4,1,3,5,5,66,8,74
S3235,M,26,Beginner,2,2,5,5,4,44,28,72
S3236,M,10,Beginner,4,1,2,4,1,60,0,60
S3237,F,19,Beginner,3,5,5,3,4,67,9,76
S3238,F,26,Intermediate,1,2,4,2,4,65,27,92
S3239,M,29,Intermediate,5,3,3,4,1,52,27,79
S3240,F,21,Advanced,3,4,1,4,3,69,13,82
S3241,M,30,Beginner,4,1,3,5,1,66,20,86
S3242,M,18,Advanced,3,1,4,5,5,53,13,66
S3243,M,30,Advanced,5,1,3,4,1,68,6,74
S3244,M,34,Beginner,1,1,5,5,2,63,11,74
S3245,M,27,Intermediate,5,5,2,3,2,53,25,78
S3246,M,27,Intermediate,4,5,1,2,4,69,21,90
S3247,M,30,Beginner,5,5,5,2,3,54,21,75
S3248,F,25,Beginner,3,5,2,2,3,55,5,60
S3249,F,27,Intermediate,2,2,1,4,2,49,12,61
S3250,F,9,Beginner,3,5,4,4,5,40,7,47
S3251,F,16,Beginner,4,2,3,4,1,63,22,85
S3252,F,22,Beginner,1,3,1,3,1,68,20,88
S3253,F,12,Intermediate,5,5,4,2,1,50,25,75
S3254,F,19,Advanced,1,3,2,5,5,46,1,47
S3255,M,31,Advanced,4,5,1,5,5,70,9,79
S3256,M,16,Beginner,5,3,4,1,1,56,5,61
S3257,M,33,Intermediate,3,4,2,1,1,69,15,84
S3258,M,27,Beginner,3,3,5,5,5,64,9,73
S3259,F,14,Intermediate,4,2,3,2,1,67,14,81
S3260,F,28,Beginner,5,1,4,4,5,43,20,63
S3261,M,18,Intermediate,3,3,5,5,4,68,19,87
S3262,M,28,Intermediate,4,1,2,5,2,46,9,55
S3263,F,23,Advanced,4,4,1,1,2,42,10,52
S3264,M,33,Beginner,1,4,3,2,5,63,20,83
S3265,M,16,Advanced,3,2,2,5,1,59,24,83
S3266,M,20,Advanced,5,2,4,4,2,53,27,80
S3267,M,30,Intermediate,3,3,3,4,3,57,28,85
S3268,F,31,Beginner,3,5,5,3,1,57,1,58
S3269,M,30,Intermediate,3,4,3,4,5,63,21,84
S3270,M,27,Intermediate,4,1,5,5,3,69,30,99
S3271,F,34,Intermediate,2,5,2,5,5,63,26,89
S3272,F,24,Beginner,2,4,1,4,1,40,24,64
S3273,M,6,Beginner,1,3,3,1,4,45,27,72
S3274,F,9,Intermediate,3,4,1,2,4,48,9,57
S3275,M,19,Beginner,2,2,1,5,4,64,28,92
S3276,M,19,Intermediate,1,1,3,4,1,41,20,61
S3277,F,8,Beginner,4,1,3,4,1,47,11,58
S3278,M,35,Beginner,3,2,1,5,3,63,10,73
S3279,M,33,Advanced,5,5,4,3,1,59,21,80
S3280,M,22,Intermediate,4,2,4,2,1,69,14,83
S3281,M,8,Advanced,1,1,3,5,3,43,25,68
S3282,F,21,Advanced,4,3,1,4,3,60,27,87
S3283,F,19,Intermediate,5,5,1,3,5,66,3,69
S3284,M,35,Intermediate,4,4,2,5,2,49,4,53
S3285,F,25,Beginner,1,3,1,2,2,62,23,85
S3286,M,34,Intermediate,5,5,4,3,5,40,27,67
S3287,M,18,Advanced,5,1,2,4,4,50,0,50
S3288,M,20,Advanced,4,1,4,1,1,48,0,48
S3289,M,19,Intermediate,5,3,5,2,3,58,9,67
S3290,M,29,Advanced,4,5,3,3,3,50,3,53
S3291,F,30,Beginner,3,4,5,5,4,43,12,55
S3292,M,24,Advanced,5,4,3,5,3,62,13,75
S3293,F,11,Beginner,4,2,4,3,4,44,25,69
S3294,F,15,Advanced,3,3,4,5,5,60,18,78
S3295,M,32,Beginner,5,5,5,3,4,56,4,60
S3296,M,20,Beginner,3,3,3,2,2,57,10,67
S3297,M,26,Intermediate,5,4,3,5,4,44,25,69
S3298,M,27,Beginner,1,5,2,2,5,57,7,64
S3299,M,25,Intermediate,1,1,1,4,4,56,0,56
S3300,F,31,Advanced,4,1,2,4,5,65,4,69
S3301,M,11,Advanced,2,5,4,4,2,42,29,71
S3302,M,28,Advanced,1,3,5,4,1,50,20,70
S3303,F,30,Beginner,2,3,3,5,5,56,17,73
S3304,F,15,Advanced,3,1,2,3,1,65,12,77
S3305,M,12,Advanced,3,1,5,5,5,47,4,51
S3306,F,27,Intermediate,2,4,5,5,4,63,23,86
S3307,M,22,Intermediate,4,5,1,2,1,47,25,72
S3308,F,23,Advanced,5,3,3,3,5,62,6,68
S3309,F,22,Advanced,2,4,5,1,5,62,11,73
S3310,M,14,Beginner,2,3,3,1,1,41,1,42
S3311,F,15,Beginner,2,1,2,3,5,64,12,76
S3312,F,15,Advanced,2,5,5,1,1,46,13,59
S3313,F,30,Intermediate,2,2,5,3,2,60,5,65
S3314,F,12,Advanced,4,5,2,2,3,59,15,74
S3315,F,21,Beginner,1,2,3,2,2,63,9,72
S3316,F,34,Intermediate,5,4,3,5,1,60,28,88
S3317,M,23,Intermediate,1,2,5,1,4,45,26,71
S3318,M,11,Beginner,2,2,2,3,4,59,10,69
S3319,F,32,Advanced,1,4,4,2,3,57,0,57
S3320,M,25,Advanced,4,5,3,5,1,67,14,81
S3321,M,6,Advanced,3,4,4,1,5,46,15,61
S3322,M,6,Beginner,1,1,5,1,2,67,9,76
S3323,F,17,Intermediate,5,1,4,1,2,57,9,66
S3324,M,26,Beginner,4,2,4,2,3,66,2,68
S3325,F,33,Advanced,3,4,3,2,3,51,10,61
S3326,M,7,Beginner,4,4,5,1,3,46,10,56
S3327,F,9,Intermediate,2,4,4,2,3,46,15,61
S3328,F,22,Beginner,3,5,3,1,3,40,5,45
S3329,M,9,Advanced,5,3,4,4,3,68,29,97
S3330,M,16,Intermediate,3,3,3,2,5,49,8,57
S3331,F,27,Beginner,5,3,5,3,5,49,0,49
S3332,M,31,Beginner,2,5,2,2,2,51,27,78
S3333,M,9,Intermediate,5,4,3,1,2,42,5,47
S3334,M,6,Intermediate,4,3,3,3,3,42,17,59
S3335,F,12,Advanced,1,4,4,5,2,52,24,76
S3336,F,35,Intermediate,4,2,5,3,3,52,12,64
S3337,M,23,Advanced,4,3,1,3,5,70,1,71
S3338,M,14,Beginner,3,2,1,2,4,66,27,93
S3339,M,34,Advanced,2,5,2,3,5,45,18,63
S3340,F,8,Beginner,1,1,5,3,1,66,27,93
S3341,F,13,Intermediate,5,5,3,1,5,42,1,43
S3342,M,34,Beginner,3,5,1,2,1,67,26,93
S3343,M,29,Intermediate,2,5,2,1,2,54,3,57
S3344,M,24,Beginner,1,3,5,2,5,48,3,51
S3345,M,9,Beginner,4,2,2,5,4,60,9,69
S3346,M,23,Beginner,2,3,1,3,5,45,16,61
S3347,M,25,Beginner,2,1,4,2,5,45,23,68
S3348,F,32,Advanced,2,5,4,3,5,47,15,62
S3349,M,16,Beginner,4,4,5,3,3,65,20,85
S3350,F,32,Advanced,5,1,2,4,5,50,27,77
S3351,M,19,Intermediate,3,2,3,1,5,58,7,65
S3352,M,30,Intermediate,5,1,1,2,4,55,28,83
S3353,F,23,Advanced,1,3,4,5,1,48,5,53
S3354,F,33,Intermediate,3,4,4,4,1,62,29,91
S3355,F,33,Intermediate,1,3,2,1,4,50,1,51
S3356,F,34,Beginner,4,5,4,5,2,55,22,77
S3357,M,21,Beginner,5,5,2,5,5,68,25,93
S3358,F,8,Beginner,2,1,1,3,2,45,14,59
S3359,M,20,Advanced,3,5,2,1,4,66,30,96
S3360,F,32,Advanced,2,5,4,4,2,56,30,86
S3361,M,32,Intermediate,1,2,2,2,1,55,24,79
S3362,M,9,Beginner,2,2,4,2,3,59,22,81
S3363,M,10,Advanced,2,3,5,4,2,60,10,70
S3364,M,22,Advanced,4,3,4,3,3,67,20,87
S3365,M,12,Beginner,4,2,4,3,2,57,15,72
S3366,M,21,Advanced,5,1,4,5,4,40,3,43
S3367,F,19,Beginner,1,2,5,1,3,57,10,67
S3368,M,31,Intermediate,4,3,3,5,2,47,13,60
S3369,F,21,Intermediate,4,4,4,2,4,65,7,72
S3370,F,12,Intermediate,5,5,3,4,1,61,5,66
S3371,M,14,Beginner,3,4,1,1,5,49,28,77
S3372,F,9,Advanced,5,4,2,4,4,41,20,61
S3373,M,35,Intermediate,2,5,3,1,4,48,22,70
S3374,F,35,Intermediate,2,2,1,2,1,63,26,89
S3375,M,27,Intermediate,4,1,2,2,3,43,18,61
S3376,F,16,Advanced,4,4,4,1,2,50,24,74
S3377,M,7,Advanced,5,1,4,3,3,49,3,52
S3378,M,17,Beginner,5,3,4,1,4,53,27,80
S3379,M,17,Intermediate,1,4,5,2,2,46,3,49
S3380,M,35,Advanced,2,3,5,4,5,58,30,88
S3381,F,9,Beginner,5,2,5,5,5,45,23,68
S3382,M,23,Intermediate,3,4,5,4,2,55,5,60
S3383,F,31,Advanced,1,3,1,2,4,58,29,87
S3384,F,26,Advanced,5,3,1,4,1,65,10,75
S3385,F,12,Beginner,4,2,4,3,3,68,0,68
S3386,M,34,Intermediate,5,1,2,3,3,70,1,71
S3387,F,6,Intermediate,4,1,5,1,1,58,8,66
S3388,F,31,Advanced,4,4,2,4,1,52,15,67
S3389,F,31,Intermediate,2,2,1,4,5,51,5,56
S3390,M,28,Beginner,2,4,5,2,1,66,22,88
S3391,M,31,Advanced,5,1,1,1,2,64,26,90
S3392,F,18,Advanced,5,2,1,1,5,61,8,69
S3393,M,11,Beginner,3,5,3,4,4,54,18,72
S3394,M,11,Advanced,1,2,1,5,5,47,4,51
S3395,F,17,Intermediate,1,2,4,4,5,43,20,63
S3396,F,13,Intermediate,5,5,1,4,3,59,9,68
S3397,M,29,Advanced,2,3,5,4,1,47,29,76
S3398,F,27,Beginner,3,3,4,3,2,62,6,68
S3399,M,24,Beginner,1,3,1,1,1,60,28,88
S3400,M,10,Intermediate,5,1,4,3,3,55,1,56
S3401,M,23,Beginner,2,2,1,5,1,55,19,74
S3402,M,35,Advanced,2,5,4,2,2,41,26,67
S3403,M,10,Advanced,2,1,2,5,1,61,30,91
S3404,M,35,Intermediate,4,5,3,1,3,56,3,59
S3405,F,30,Intermediate,2,1,4,2,2,62,27,89
S3406,F,15,Intermediate,5,1,5,5,1,70,7,77
S3407,M,6,Beginner,3,1,3,1,3,64,25,89
S3408,M,15,Advanced,5,5,3,5,3,44,2,46
S3409,M,10,Advanced,2,4,1,2,5,44,1,45
S3410,F,17,Advanced,3,1,4,2,2,51,8,59
S3411,M,27,Intermediate,1,3,3,5,2,46,27,73
S3412,F,35,Advanced,1,2,5,3,1,44,10,54
S3413,M,32,Beginner,5,4,5,5,5,65,3,68
S3414,M,12,Beginner,3,4,5,5,2,67,8,75
S3415,F,14,Advanced,5,5,1,5,3,67,5,72
S3416,F,27,Intermediate,3,4,2,3,2,43,0,43
S3417,M,26,Advanced,3,5,4,4,5,56,29,85
S3418,M,17,Beginner,5,5,3,2,4,45,26,71
S3419,M,28,Beginner,3,3,4,1,3,53,2,55
S3420,F,34,Beginner,2,1,3,2,2,48,6,54
S3421,F,6,Advanced,3,4,1,2,3,43,8,51
S3422,F,16,Beginner,3,1,4,4,1,65,7,72
S3423,F,35,Intermediate,5,1,1,2,3,50,27,77
S3424,F,26,Advanced,1,1,1,2,2,59,20,79
S3425,F,20,Advanced,4,5,4,3,1,60,27,87
S3426,M,7,Beginner,3,1,4,3,1,70,12,82
S3427,M,25,Beginner,4,4,3,3,1,55,23,78
S3428,F,12,Intermediate,3,5,5,3,4,70,17,87
S3429,M,26,Advanced,5,4,1,3,4,55,18,73
S3430,M,17,Beginner,5,5,2,1,1,55,23,78
S3431,F,27,Intermediate,3,2,3,4,2,45,8,53
S3432,M,23,Beginner,5,2,3,5,1,54,25,79
S3433,F,8,Advanced,5,2,5,3,1,42,23,65
S3434,F,12,Beginner,3,2,5,4,3,48,19,67
S3435,M,16,Advanced,1,5,1,5,3,40,28,68
S3436,F,23,Beginner,3,1,3,2,3,50,5,55
S3437,F,17,Advanced,1,3,3,2,5,61,26,87
S3438,F,11,Intermediate,5,3,2,4,3,45,20,65
S3439,F,10,Advanced,1,2,1,1,3,63,11,74
S3440,F,31,Intermediate,5,1,1,1,2,44,30,74
S3441,F,6,Advanced,1,4,5,4,4,64,3,67
S3442,F,17,Intermediate,1,1,1,1,4,64,8,72
S3443,F,32,Beginner,3,4,2,1,4,67,9,76
S3444,M,31,Advanced,1,3,1,2,5,57,2,59
S3445,M,16,Beginner,5,1,4,1,1,60,16,76
S3446,M,9,Intermediate,3,1,4,1,3,51,28,79
S3447,F,32,Advanced,1,3,2,4,2,46,6,52
S3448,F,23,Advanced,3,1,5,1,5,41,25,66
S3449,M,9,Beginner,4,4,3,3,4,46,7,53
S3450,M,22,Advanced,3,1,1,3,5,48,10,58
S3451,M,7,Advanced,4,4,5,4,2,63,12,75
S3452,F,34,Beginner,4,2,5,3,5,65,2,67
S3453,M,29,Advanced,3,1,1,2,4,64,18,82
S3454,M,27,Beginner,5,4,3,4,1,69,13,82
S3455,F,7,Beginner,5,3,1,1,4,59,21,80
S3456,M,17,Beginner,5,2,3,3,4,47,15,62
S3457,F,11,Beginner,2,1,2,2,4,48,14,62
S3458,F,15,Beginner,4,4,3,4,5,49,1,50
S3459,F,30,Intermediate,3,1,5,4,2,51,5,56
S3460,M,28,Intermediate,5,4,2,1,4,41,20,61
S3461,M,30,Beginner,5,1,4,5,5,49,29,78
